Time_panda bufferSize_panda hasThroughput_panda estimatedBW_panda videoLevel_panda tcpThroughput_panda
0.07 23 0.00 4509.45 3050 0.00
0.07 24 0.00 4649.25 3050 0.00
0.07 23 0.00 4649.25 3050 0.00
0.08 24 0.00 4785.95 3050 0.00
0.08 23 467.00 4785.95 3050 0.00
0.08 24 0.00 4919.57 3050 0.00
0.08 23 1576.00 4919.57 3050 0.00
0.08 24 0.00 5054.59 3050 0.00
0.08 23 0.00 5054.59 3050 0.00
0.08 22 6385.00 5054.59 4250 0.00
0.08 23 0.00 5195.77 4250 0.00
0.08 22 2556.00 5195.77 4250 0.00
0.09 23 0.00 5341.87 4250 0.00
0.09 22 943.00 5341.87 4250 0.00
0.09 23 0.00 5491.92 4250 0.00
0.09 22 0.00 5491.92 4250 0.00
0.09 23 0.00 5645.16 4250 0.00
0.09 22 0.00 5645.16 4250 0.00
0.09 21 7925.00 5645.16 4250 0.00
0.09 22 0.00 5800.91 4250 0.00
0.09 21 7450.00 5800.91 4250 0.00
0.09 22 0.00 5958.67 4250 0.00
0.10 21 7323.00 5958.67 4250 0.00
0.10 22 0.00 6118.08 4250 0.00
0.10 21 7536.00 6118.08 4250 0.00
0.10 22 0.00 6278.77 4250 0.00
0.10 21 8069.00 6278.77 4250 0.00
0.10 22 0.00 6440.48 4250 0.00
0.10 23 0.00 6603.02 4250 0.00
0.10 22 994.00 6603.02 4250 0.00
0.10 23 0.00 6766.21 4250 0.00
0.10 22 2412.00 6766.21 4250 0.00
0.10 23 0.00 6929.96 4250 0.00
0.11 22 3493.00 6929.96 4250 0.00
0.11 23 0.00 7094.12 4250 0.00
0.11 22 3624.00 7094.12 4250 0.00
0.11 23 0.00 7260.87 4250 0.00
0.11 22 0.00 7260.87 4250 0.00
0.11 21 7520.00 7260.87 6050 0.00
0.11 22 0.00 7254.33 6050 0.00
0.11 21 566.00 7254.33 6050 0.00
0.11 20 5718.00 7254.33 6050 0.00
0.12 21 0.00 7133.95 6050 0.00
0.12 20 3174.00 7133.95 6050 0.00
0.12 21 0.00 7098.65 6050 0.00
0.12 20 141.00 7098.65 6050 0.00
0.12 19 9187.00 7098.65 6050 0.00
0.12 20 0.00 7116.96 6050 0.00
0.12 19 2474.00 7116.96 6050 0.00
0.12 18 6672.00 7116.96 6050 0.00
0.12 17 9683.00 7116.96 6050 0.00
0.12 16 12087.00 7116.96 6050 0.00
0.12 17 1310.00 6492.53 6050 0.00
0.13 16 5517.00 6492.53 6050 0.00
0.13 15 8523.00 6492.53 6050 0.00
0.13 14 10866.00 6492.53 6050 0.00
0.13 15 184.00 5502.26 4250 0.00
0.13 14 4354.00 5502.26 4250 0.00
0.13 13 7008.00 5502.26 4250 0.00
0.13 14 0.00 4853.38 4250 0.00
0.13 13 3072.00 4853.38 4250 0.00
0.13 12 6283.00 4853.38 4250 0.00
0.14 11 8380.00 4853.38 4250 0.00
0.14 12 1630.00 4408.86 4250 0.00
0.14 11 4005.00 4408.86 4250 0.00
0.14 10 6291.00 4408.86 4250 0.00
0.14 9 8495.00 4408.86 4250 0.00
0.14 10 2093.00 3885.74 3050 0.00
0.14 9 4587.00 3885.74 3050 0.00
0.14 10 788.00 3597.41 3050 0.00
0.14 9 3141.00 3597.41 3050 0.00
0.14 8 5558.00 3597.41 3050 0.00
0.14 9 1654.00 3351.73 3050 0.00
0.15 8 4120.00 3351.73 3050 0.00
0.15 9 0.00 3142.33 3050 0.00
0.15 8 2523.00 3142.33 3050 0.00
0.15 7 5005.00 3142.33 3050 0.00
0.15 8 1048.00 2945.79 1950 0.00
0.15 7 3260.00 2945.79 1950 0.00
0.15 8 1753.00 2862.97 1950 0.00
0.15 9 0.00 2772.75 1950 0.00
0.15 8 2482.00 2772.75 1950 0.00
0.15 9 1048.00 2689.67 1950 0.00
0.16 8 3236.00 2689.67 1950 0.00
0.16 9 2093.00 2605.69 1950 0.00
0.16 10 0.00 2563.06 1950 0.00
0.16 9 3141.00 2563.06 1950 0.00
0.16 10 1048.00 2535.60 1950 0.00
0.16 11 1048.00 2567.56 1950 0.00
0.16 12 3756.00 2636.77 1950 0.00
0.16 15 1720.00 2801.52 1950 0.00
0.16 16 3141.00 2894.03 1950 0.00
0.17 19 321.00 3085.18 1950 0.00
0.17 20 0.00 3182.11 1950 0.00
0.17 21 0.00 3281.73 1950 0.00
0.17 22 0.00 3391.13 1950 0.00
0.17 23 0.00 3494.74 1950 0.00
0.17 24 0.00 3593.70 1950 0.00
0.17 23 0.00 3593.70 1950 0.00
0.17 22 3940.00 3593.70 3050 0.00
0.17 23 0.00 3688.95 3050 0.00
0.17 22 0.00 3688.95 3050 0.00
0.17 23 0.00 3801.04 3050 0.00
0.18 22 0.00 3801.04 3050 0.00
0.18 23 0.00 3919.41 3050 0.00
0.18 22 823.00 3919.41 3050 0.00
0.18 23 0.00 4038.36 3050 0.00
0.18 22 527.00 4038.36 3050 0.00
0.18 23 0.00 4157.78 3050 0.00
0.18 22 0.00 4157.78 3050 0.00
0.18 21 4820.00 4157.78 3050 0.00
0.18 22 0.00 4289.23 3050 0.00
0.18 21 5718.00 4289.23 3050 0.00
0.19 22 0.00 4433.14 3050 0.00
0.19 23 0.00 4576.39 3050 0.00
0.19 22 1048.00 4576.39 3050 0.00
0.19 23 0.00 4715.24 3050 0.00
0.19 22 1048.00 4715.24 3050 0.00
0.19 23 0.00 4794.71 3050 0.00
0.19 22 1310.00 4794.71 3050 0.00
0.19 23 0.00 4863.70 3050 0.00
0.19 22 960.00 4863.70 3050 0.00
0.20 23 0.00 4958.68 3050 0.00
0.20 22 2920.00 4958.68 3050 0.00
0.20 23 0.00 5066.65 3050 0.00
0.20 22 1114.00 5066.65 4250 0.00
0.20 21 5976.00 5066.65 4250 0.00
0.20 22 0.00 5122.17 4250 0.00
0.20 21 1048.00 5122.17 4250 0.00
0.20 22 0.00 5222.40 4250 0.00
0.20 21 0.00 5222.40 4250 0.00
0.20 20 7811.00 5222.40 4250 0.00
0.20 21 0.00 5343.74 4250 0.00
0.21 20 6701.00 5343.74 4250 0.00
0.21 21 0.00 5477.87 4250 0.00
0.21 20 4313.00 5477.87 4250 0.00
0.21 21 0.00 5513.26 4250 0.00
0.21 20 2646.00 5513.26 4250 0.00
0.21 21 0.00 5593.17 4250 0.00
0.21 20 3207.00 5593.17 4250 0.00
0.21 21 0.00 5698.03 4250 0.00
0.21 20 2093.00 5698.03 4250 0.00
0.21 21 0.00 5815.07 4250 0.00
0.22 20 2093.00 5815.07 4250 0.00
0.22 19 6934.00 5815.07 4250 0.00
0.22 20 201.00 5711.17 4250 0.00
0.22 19 4993.00 5711.17 4250 0.00
0.22 20 0.00 5497.33 4250 0.00
0.22 19 4276.00 5497.33 4250 0.00
0.22 20 0.00 5388.12 4250 0.00
0.22 19 3813.00 5388.12 4250 0.00
0.22 18 8065.00 5388.12 4250 0.00
0.23 19 2638.00 5357.26 4250 0.00
0.23 18 7868.00 5357.26 4250 0.00
0.23 19 2379.00 5385.19 4250 0.00
0.23 18 8290.00 5385.19 4250 0.00
0.23 19 3358.00 5456.26 4250 0.00
0.23 20 0.00 5557.97 4250 0.00
0.23 19 4456.00 5557.97 4250 0.00
0.23 20 0.00 5680.29 4250 0.00
0.23 19 5558.00 5680.29 4250 0.00
0.23 20 0.00 5775.19 4250 0.00
0.23 19 5509.00 5775.19 4250 0.00
0.24 20 0.00 5842.17 4250 0.00
0.24 19 4755.00 5842.17 4250 0.00
0.24 20 0.00 5789.10 4250 0.00
0.24 19 4755.00 5789.10 4250 0.00
0.24 20 0.00 5720.37 4250 0.00
0.24 19 4284.00 5720.37 4250 0.00
0.24 20 0.00 5662.15 4250 0.00
0.24 19 3977.00 5662.15 4250 0.00
0.24 20 0.00 5615.88 4250 0.00
0.24 19 3903.00 5615.88 4250 0.00
0.25 18 8155.00 5615.88 4250 0.00
0.25 19 3190.00 5578.19 4250 0.00
0.25 18 8052.00 5578.19 4250 0.00
0.25 19 2306.00 5547.97 4250 0.00
0.25 18 7163.00 5547.97 4250 0.00
0.25 19 1355.00 5523.78 4250 0.00
0.25 18 7045.00 5523.78 4250 0.00
0.25 19 355.00 5504.42 4250 0.00
0.25 18 6267.00 5504.42 4250 0.00
0.26 19 0.00 5488.94 4250 0.00
0.26 18 5214.00 5488.94 4250 0.00
0.26 19 0.00 5353.77 4250 0.00
0.26 18 3895.00 5353.77 4250 0.00
0.26 17 8405.00 5353.77 4250 0.00
0.26 18 2863.00 5228.30 4250 0.00
0.26 17 7430.00 5228.30 4250 0.00
0.26 18 1810.00 5128.04 4250 0.00
0.26 17 6168.00 5128.04 4250 0.00
0.26 18 0.00 5047.83 4250 0.00
0.27 17 4976.00 5047.83 4250 0.00
0.27 18 0.00 4984.27 4250 0.00
0.27 17 4784.00 4984.27 4250 0.00
0.27 18 0.00 4932.81 4250 0.00
0.27 17 3944.00 4932.81 4250 0.00
0.27 18 0.00 4892.25 4250 0.00
0.27 17 3518.00 4892.25 4250 0.00
0.27 16 8089.00 4892.25 4250 0.00
0.27 17 2854.00 4859.20 4250 0.00
0.27 16 7114.00 4859.20 4250 0.00
0.28 17 1871.00 4832.76 4250 0.00
0.28 16 6668.00 4832.76 4250 0.00
0.28 17 1372.00 4812.21 4250 0.00
0.28 16 5992.00 4812.21 4250 0.00
0.28 17 0.00 4795.17 4250 0.00
0.28 16 4993.00 4795.17 4250 0.00
0.28 17 51.00 4781.53 4250 0.00
0.28 16 5017.00 4781.53 4250 0.00
0.28 17 235.00 4771.23 4250 0.00
0.28 16 5099.00 4771.23 4250 0.00
0.28 17 394.00 4762.38 4250 0.00
0.29 16 5259.00 4762.38 4250 0.00
0.29 17 531.00 4755.91 4250 0.00
0.29 16 5394.00 4755.91 4250 0.00
0.29 17 647.00 4750.12 4250 0.00
0.29 16 5509.00 4750.12 4250 0.00
0.29 17 746.00 4745.50 4250 0.00
0.29 16 5607.00 4745.50 4250 0.00
0.29 17 836.00 4741.80 4250 0.00
0.29 16 5693.00 4741.80 4250 0.00
0.29 17 913.00 4738.84 4250 0.00
0.30 16 5771.00 4738.84 4250 0.00
0.30 17 981.00 4736.47 4250 0.00
0.30 16 5841.00 4736.47 4250 0.00
0.30 17 0.00 4734.58 4250 0.00
